timestamp,tag_name,value
2026-01-01T00:26:00,KILN_ZONE2_TEMP,1314.905
2026-01-01T00:26:00,KILN_FUEL_FLOW,40.97
2026-01-01T00:27:00,KILN_ZONE1_TEMP,1370.903
2026-01-01T00:27:00,KILN_ZONE2_TEMP,1314.902
2026-01-01T00:27:00,KILN_FUEL_FLOW,41.128
2026-01-01T00:28:00,KILN_ZONE1_TEMP,1371.26
2026-01-01T00:28:00,KILN_ZONE2_TEMP,1314.991
2026-01-01T00:28:00,KILN_FUEL_FLOW,41.269
2026-01-01T00:29:00,KILN_ZONE1_TEMP,1372.022
2026-01-01T00:29:00,KILN_ZONE2_TEMP,1315.19
2026-01-01T00:29:00,KILN_FUEL_FLOW,41.4
2026-01-01T00:30:00,KILN_ZONE1_TEMP,1373.024
2026-01-01T00:30:00,KILN_ZONE2_TEMP,1315.517
2026-01-01T00:30:00,KILN_FUEL_FLOW,41.536
2026-01-01T00:31:00,KILN_ZONE1_TEMP,1374.087
2026-01-01T00:31:00,KILN_ZONE2_TEMP,1315.987
2026-01-01T00:31:00,KILN_FUEL_FLOW,41.7
2026-01-01T00:32:00,KILN_ZONE1_TEMP,1375.063
2026-01-01T00:32:00,KILN_ZONE2_TEMP,1316.609
2026-01-01T00:32:00,KILN_FUEL_FLOW,41.907
2026-01-01T00:33:00,KILN_ZONE1_TEMP,1375.868
2026-01-01T00:33:00,KILN_ZONE2_TEMP,1317.384
2026-01-01T00:33:00,KILN_FUEL_FLOW,42.167
2026-01-01T00:34:00,KILN_ZONE1_TEMP,1376.496
2026-01-01T00:34:00,KILN_ZONE2_TEMP,1318.303
2026-01-01T00:34:00,KILN_FUEL_FLOW,42.475
2026-01-01T00:35:00,KILN_ZONE1_TEMP,1377.02
2026-01-01T00:35:00,KILN_ZONE2_TEMP,1319.344
2026-01-01T00:35:00,KILN_FUEL_FLOW,42.813
2026-01-01T00:36:00,KILN_ZONE1_TEMP,1377.557
2026-01-01T00:36:00,KILN_ZONE2_TEMP,1320.475
2026-01-01T00:36:00,KILN_FUEL_FLOW,43.15
2026-01-01T00:37:00,KILN_ZONE1_TEMP,1378.236
2026-01-01T00:37:00,KILN_ZONE2_TEMP,1321.655
2026-01-01T00:37:00,KILN_FUEL_FLOW,43.448
2026-01-01T00:38:00,KILN_ZONE1_TEMP,1379.155
2026-01-01T00:38:00,KILN_ZONE2_TEMP,1322.833
2026-01-01T00:38:00,KILN_FUEL_FLOW,43.671
2026-01-01T00:39:00,KILN_ZONE1_TEMP,1380.35
2026-01-01T00:39:00,KILN_ZONE2_TEMP,1323.956
2026-01-01T00:39:00,KILN_FUEL_FLOW,43.786
2026-01-01T00:40:00,KILN_ZONE1_TEMP,1381.788
2026-01-01T00:40:00,KILN_ZONE2_TEMP,1324.968
2026-01-01T00:40:00,KILN_FUEL_FLOW,43.778
2026-01-01T00:41:00,KILN_ZONE1_TEMP,1383.369
2026-01-01T00:41:00,KILN_ZONE2_TEMP,1325.818
2026-01-01T00:41:00,KILN_FUEL_FLOW,43.645
2026-01-01T00:42:00,KILN_ZONE1_TEMP,1384.954
2026-01-01T00:42:00,KILN_ZONE2_TEMP,1326.46
2026-01-01T00:42:00,KILN_FUEL_FLOW,43.404
2026-01-01T00:43:00,KILN_ZONE1_TEMP,1386.394
2026-01-01T00:43:00,KILN_ZONE2_TEMP,1326.86
2026-01-01T00:43:00,KILN_FUEL_FLOW,43.085
2026-01-01T00:44:00,KILN_ZONE1_TEMP,1387.565
2026-01-01T00:44:00,KILN_ZONE2_TEMP,1326.997
2026-01-01T00:44:00,KILN_FUEL_FLOW,42.725
2026-01-01T00:45:00,KILN_ZONE1_TEMP,1388.384
2026-01-01T00:45:00,KILN_ZONE2_TEMP,1326.865
2026-01-01T00:45:00,KILN_FUEL_FLOW,42.364
2026-01-01T00:46:00,KILN_ZONE1_TEMP,1388.816
2026-01-01T00:46:00,KILN_ZONE2_TEMP,1326.473
2026-01-01T00:46:00,KILN_FUEL_FLOW,42.035
2026-01-01T00:47:00,KILN_ZONE1_TEMP,1388.874
2026-01-01T00:47:00,KILN_ZONE2_TEMP,1325.844
2026-01-01T00:47:00,KILN_FUEL_FLOW,41.76
2026-01-01T00:48:00,KILN_ZONE1_TEMP,1388.596
2026-01-01T00:48:00,KILN_ZONE2_TEMP,1325.013
2026-01-01T00:48:00,KILN_FUEL_FLOW,41.544
2026-01-01T00:49:00,KILN_ZONE1_TEMP,1388.032
2026-01-01T00:49:00,KILN_ZONE2_TEMP,1324.027
2026-01-01T00:49:00,KILN_FUEL_FLOW,41.382
2026-01-01T00:50:00,KILN_ZONE1_TEMP,1387.23
2026-01-01T00:50:00,KILN_ZONE2_TEMP,1322.937
2026-01-01T00:50:00,KILN_FUEL_FLOW,41.257
2026-01-01T00:51:00,KILN_ZONE1_TEMP,1386.231
2026-01-01T00:51:00,KILN_ZONE2_TEMP,1321.796
2026-01-01T00:51:00,KILN_FUEL_FLOW,41.149
2026-01-01T00:52:00,KILN_ZONE1_TEMP,1385.076
2026-01-01T00:52:00,KILN_ZONE2_TEMP,1320.656
2026-01-01T00:52:00,KILN_FUEL_FLOW,41.038
2026-01-01T00:53:00,KILN_ZONE1_TEMP,1383.807
2026-01-01T00:53:00,KILN_ZONE2_TEMP,1319.564
2026-01-01T00:53:00,KILN_FUEL_FLOW,40.914
2026-01-01T00:54:00,KILN_ZONE1_TEMP,1382.477
2026-01-01T00:54:00,KILN_ZONE2_TEMP,1318.559
2026-01-01T00:54:00,KILN_FUEL_FLOW,40.779
2026-01-01T00:55:00,KILN_ZONE1_TEMP,1381.152
2026-01-01T00:55:00,KILN_ZONE2_TEMP,1317.668
2026-01-01T00:55:00,KILN_FUEL_FLOW,40.647
2026-01-01T00:56:00,KILN_ZONE1_TEMP,1379.901
2026-01-01T00:56:00,KILN_ZONE2_TEMP,1316.909
2026-01-01T00:56:00,KILN_FUEL_FLOW,40.542
2026-01-01T00:57:00,KILN_ZONE1_TEMP,1378.781
2026-01-01T00:57:00,KILN_ZONE2_TEMP,1316.29
2026-01-01T00:57:00,KILN_FUEL_FLOW,40.493
2026-01-01T00:58:00,KILN_ZONE1_TEMP,1377.823
2026-01-01T00:58:00,KILN_ZONE2_TEMP,1315.806
2026-01-01T00:58:00,KILN_FUEL_FLOW,40.528
2026-01-01T00:59:00,KILN_ZONE1_TEMP,1377.022
2026-01-01T00:59:00,KILN_ZONE2_TEMP,1315.45
2026-01-01T00:59:00,KILN_FUEL_FLOW,40.665
2026-01-01T01:00:00,KILN_ZONE1_TEMP,1376.331
2026-01-01T01:00:00,KILN_ZONE2_TEMP,1315.206
2026-01-01T01:00:00,KILN_FUEL_FLOW,40.908
2026-01-01T01:01:00,KILN_ZONE1_TEMP,1375.677
2026-01-01T01:01:00,KILN_ZONE2_TEMP,1315.058
2026-01-01T01:01:00,KILN_FUEL_FLOW,41.248
2026-01-01T01:02:00,KILN_ZONE1_TEMP,1374.987
2026-01-01T01:02:00,KILN_ZONE2_TEMP,1314.992
2026-01-01T01:02:00,KILN_FUEL_FLOW,41.657
2026-01-01T01:03:00,KILN_ZONE1_TEMP,1374.21
2026-01-01T01:03:00,KILN_ZONE2_TEMP,1314.995
2026-01-01T01:03:00,KILN_FUEL_FLOW,42.097
2026-01-01T01:04:00,KILN_ZONE1_TEMP,1373.348
2026-01-01T01:04:00,KILN_ZONE2_TEMP,1315.062
2026-01-01T01:04:00,KILN_FUEL_FLOW,42.524
2026-01-01T01:05:00,KILN_ZONE1_TEMP,1372.465
2026-01-01T01:05:00,KILN_ZONE2_TEMP,1315.193
2026-01-01T01:05:00,KILN_FUEL_FLOW,42.899
2026-01-01T01:06:00,KILN_ZONE1_TEMP,1371.682
2026-01-01T01:06:00,KILN_ZONE2_TEMP,1315.392
2026-01-01T01:06:00,KILN_FUEL_FLOW,43.188
2026-01-01T01:07:00,KILN_ZONE1_TEMP,1371.154
2026-01-01T01:07:00,KILN_ZONE2_TEMP,1315.67
2026-01-01T01:07:00,KILN_FUEL_FLOW,43.375
2026-01-01T01:08:00,KILN_ZONE1_TEMP,1371.032
2026-01-01T01:08:00,KILN_ZONE2_TEMP,1316.041
2026-01-01T01:08:00,KILN_FUEL_FLOW,43.46
2026-01-01T01:09:00,KILN_ZONE1_TEMP,1371.423
2026-01-01T01:09:00,KILN_ZONE2_TEMP,1316.517
2026-01-01T01:09:00,KILN_FUEL_FLOW,43.454
2026-01-01T01:10:00,KILN_ZONE1_TEMP,1372.36
2026-01-01T01:10:00,KILN_ZONE2_TEMP,1317.109
2026-01-01T01:10:00,KILN_FUEL_FLOW,43.384
2026-01-01T01:11:00,KILN_ZONE1_TEMP,1373.782
2026-01-01T01:11:00,KILN_ZONE2_TEMP,1317.824
2026-01-01T01:11:00,KILN_FUEL_FLOW,43.277
2026-01-01T01:12:00,KILN_ZONE1_TEMP,1375.55
2026-01-01T01:12:00,KILN_ZONE2_TEMP,1318.658
2026-01-01T01:12:00,KILN_FUEL_FLOW,43.16
2026-01-01T01:13:00,KILN_ZONE1_TEMP,1377.47
2026-01-01T01:13:00,KILN_ZONE2_TEMP,1319.601
2026-01-01T01:13:00,KILN_FUEL_FLOW,43.048
2026-01-01T01:14:00,KILN_ZONE1_TEMP,1379.337
2026-01-01T01:14:00,KILN_ZONE2_TEMP,1320.63
2026-01-01T01:14:00,KILN_FUEL_FLOW,42.949
2026-01-01T01:15:00,KILN_ZONE1_TEMP,1380.981
2026-01-01T01:15:00,KILN_ZONE2_TEMP,1321.714
2026-01-01T01:15:00,KILN_FUEL_FLOW,42.855
2026-01-01T01:16:00,KILN_ZONE1_TEMP,1382.299
2026-01-01T01:16:00,KILN_ZONE2_TEMP,1322.811
2026-01-01T01:16:00,KILN_FUEL_FLOW,42.748
2026-01-01T01:17:00,KILN_ZONE1_TEMP,1383.271
2026-01-01T01:17:00,KILN_ZONE2_TEMP,1323.874
2026-01-01T01:17:00,KILN_FUEL_FLOW,42.608
2026-01-01T01:18:00,KILN_ZONE1_TEMP,1383.953
2026-01-01T01:18:00,KILN_ZONE2_TEMP,1324.851
2026-01-01T01:18:00,KILN_FUEL_FLOW,42.416
2026-01-01T01:19:00,KILN_ZONE1_TEMP,1384.451
2026-01-01T01:19:00,KILN_ZONE2_TEMP,1325.692
2026-01-01T01:19:00,KILN_FUEL_FLOW,42.161
2026-01-01T01:20:00,KILN_ZONE1_TEMP,1384.885
2026-01-01T01:20:00,KILN_ZONE2_TEMP,1326.349
2026-01-01T01:20:00,KILN_FUEL_FLOW,41.845
2026-01-01T01:21:00,KILN_ZONE1_TEMP,1385.348
2026-01-01T01:21:00,KILN_ZONE2_TEMP,1326.783
2026-01-01T01:21:00,KILN_FUEL_FLOW,41.484
2026-01-01T01:22:00,KILN_ZONE1_TEMP,1385.887
2026-01-01T01:22:00,KILN_ZONE2_TEMP,1326.966
2026-01-01T01:22:00,KILN_FUEL_FLOW,41.109
2026-01-01T01:23:00,KILN_ZONE1_TEMP,1386.486
2026-01-01T01:23:00,KILN_ZONE2_TEMP,1326.882
2026-01-01T01:23:00,KILN_FUEL_FLOW,40.757
2026-01-01T01:24:00,KILN_ZONE1_TEMP,1387.079
2026-01-01T01:24:00,KILN_ZONE2_TEMP,1326.533
2026-01-01T01:24:00,KILN_FUEL_FLOW,40.469
2026-01-01T01:25:00,KILN_ZONE1_TEMP,1387.571
2026-01-01T01:25:00,KILN_ZONE2_TEMP,1325.933
2026-01-01T01:25:00,KILN_FUEL_FLOW,40.278
2026-01-01T01:26:00,KILN_ZONE1_TEMP,1387.862
2026-01-01T01:26:00,KILN_ZONE2_TEMP,1325.111
2026-01-01T01:26:00,KILN_FUEL_FLOW,40.207
2026-01-01T01:27:00,KILN_ZONE1_TEMP,1387.876
2026-01-01T01:27:00,KILN_ZONE2_TEMP,1324.11
2026-01-01T01:27:00,KILN_FUEL_FLOW,40.261
2026-01-01T01:28:00,KILN_ZONE1_TEMP,1387.572
2026-01-01T01:28:00,KILN_ZONE2_TEMP,1322.979
2026-01-01T01:28:00,KILN_FUEL_FLOW,40.431
2026-01-01T01:29:00,KILN_ZONE1_TEMP,1386.948
2026-01-01T01:29:00,KILN_ZONE2_TEMP,1321.774
2026-01-01T01:29:00,KILN_FUEL_FLOW,40.69
